desc,tsne_x,tsne_y,desc_clear,target,target_num,labels_kmeans,labels_affinity_prop
"Советская библиотека, категории: Библиотеки Тверской",-21.593258,28.07346,советский библиотека  библиотека тверской,библиотека,9,62,116
"Буржуазный офис-лофт, категории: Офисы Красносельский",32.575848,15.187948,буржуазный офис лофт  офис красносельский,офис,42,6,54
"НАУЧНЫЙ ЦЕНТР С КРАСИВЫМ АТРИУМОМ, категории: Кабинеты, переговорные Конференц-залы Университеты Концертные залы Гагаринский район",7.170917,-39.261215,научный центр красивый атриум  кабинет переговорный конференц-зал университет концертный зал гагаринский район,центр,74,2,102
"Офис креативного агенства, категории: Офисы Беговой",32.96018,14.929143,офис креативный агенство  офис беговой,офис,42,6,54
"Необычный офис-лофт, категории: Офисы Замоскворечье",40.908043,9.631784,необычный офис лофт  офис замоскворечье,офис,42,73,55
"event-площадка с выходом на крышу, категории: Крыши Останкинский ПРОСТРАНСТВА",4.903205,-23.216082,event площадка выход крыша  крыша останкинский пространство,площадка,46,30,82
"Школа барберов, категории: Салоны красоты и частные клиники Якиманка Мастерские ПРОСТРАНСТВА",-63.853466,0.4249963,школа барбер  салон красота частный клиника якиманка мастерская пространство,школа,75,76,52
"Офис в пастельных тонах с конференц-залом, категории: Офисы Конференц-залы Ярославский",33.2629,15.33151,офис пастельный тон конференц-зал  офис конференц-зал ярославский,офис,42,6,54
"Офис архитекторов, категории: Офисы Хамовники",30.794247,9.150265,офис архитектор  офис хамовник,офис,42,69,11
"УНИВЕРСИТЕТ С КОНЦЕРТНЫМ ЗАЛОМ, категории: Университеты Театры и ДК Арбат",-3.7232366,-25.406418,университет концертный зал  университет театр дк арбат,университет,68,39,118
"ДОМ КУЛЬТУРЫ С ВИТРАЖАМИ В ИНТЕРЬЕРЕ, категории: Театры и ДК Капотня",7.4906163,-44.925117,дом культура витраж интерьер  театр дк капотня,дом,18,9,63
"Современные конференц-залы, категории: Конференц-залы Якиманка",39.034008,-9.262065,современный конференц-зал  конференц-зал якиманка,none,0,75,117
"ДК для официальных мероприятий, категории: Театры и ДК Пресненский",18.576452,2.5957139,дк официальный мероприятие  театр дк пресненский,театр,66,93,118
"Яркая площадка для мероприятий, категории: Пресненский ПРОСТРАНСТВА",0.66523385,-32.725834,яркий площадка мероприятие  пресненский пространство,площадка,46,36,83
"Лекционная площадка, категории: Беговой ПРОСТРАНСТВА",4.7297654,-32.19752,лекционный площадка  беговой пространство,площадка,46,11,28
"ОБОРУДОВАННАЯ МАСТЕРСКАЯ, категории: Мастерские Арбат",-36.444187,-8.682029,оборудовать мастерская  мастерский арбат,мастерская,38,54,50
"Пространство между опорами, категории: Улицы Беговой",19.240198,-27.82195,пространство опора  улица беговой,пространство,54,47,68
"Event-пространство, категории: Крылатское ПРОСТРАНСТВА",7.3864675,-24.015375,event пространство  крылатский пространство,пространство,54,38,68
"ЛОФТ-СТУДИЯ С БАРОМ И ВЕРАНДОЙ, категории: Дорогомилово ПРОСТРАНСТВА",9.197631,-24.954685,лофт студия бар веранда  дорогомилово пространство,лофт,36,11,87
"Лофт для мероприятий, категории: Басманный ПРОСТРАНСТВА",14.75795,-17.864996,лофт мероприятие  басманный пространство,лофт,36,75,87
"Мансарда для небольших мероприятий, категории: Басманный ПРОСТРАНСТВА",0.23682491,-26.488285,мансарда небольшой мероприятие  басманный пространство,пространство,54,50,56
"Стильный конференц-зал, категории: Конференц-залы Пресненский",-0.093711644,-33.921066,стильный конференц-зал  конференц-зал пресненский,none,0,36,83
"КИНОТЕАТР С КАФЕ, категории: Обручевский район КИНОТЕАТРЫ ",-13.581044,16.156483,кинотеатр кафе  обручевский район кинотеатр,кинотеатр,28,28,73
"Парк с воркаут-площадкой, категории: Парки, площади Бутырский",-18.551361,1.1666323,парк воркаут площадка  парк площадь бутырский,парк,43,4,57
"Небольшой парк в спальном районе, категории: Парки, площади Перово",-6.6606593,-13.122986,небольшой парк спальный район  парк площадь перово,парк,43,4,97
"Парк с летним кинотеатром, категории: Парки, площади Лосиноостровский",-17.447824,6.4766884,парк летний кинотеатр  парк площадь лосиноостровский,парк,43,83,57
"Парк с прудом, категории: Парки, площади Хамовники",-16.75871,6.000206,парк пруд  парк площадь хамовник,парк,43,83,57
"Городской парк, категории: Парки, площади Сокольники",-17.13578,5.4953256,городской парк  парк площадь сокольники,парк,43,83,57
"Студия танцев с видом на город, категории: Другие виды спорта Тверской",2.0806222,-35.592857,студия танец вид город  вид спорт тверской,студия,63,36,83
"Районный парк с атракционами, категории: Парки, площади Измайлово",4.763596,-19.562807,районный парк атракцион  парк площадь измайлово,парк,43,3,70
"Городская аллея с фонтаном, категории: Парки, площади Хорошёвский",-18.59649,5.3030434,городской аллея фонтан  парк площадь хорошевский,парк,43,83,57
"Большой торговый центр, категории: ТЦ, магазины Бибирево",-0.37643698,21.6569,большой торговый центр  тц магазин бибирево,центр,74,17,24
"Торговый центр с яркой галереей, категории: ТЦ, магазины Красносельский",-0.3963744,18.807728,торговый центр яркий галерея  тц магазин красносельский,центр,74,17,34
"Территория бизнес парка, категории: Бизнес-кварталы Таганский",35.83691,57.585464,территория бизнес парк  бизнес квартал таганский,бизнес,10,52,13
"ФИТНЕС-ЦЕНТР С ОКНАМИ, категории: Фитнес-клубы Хамовники Бассейны",5.5891833,-0.53071237,фитнес центр окно  фитнес-клуб хамовник бассейн,фитнес,71,63,33
"КЛУБ С ДЕРЕВЯННЫМИ ЭЛЕМЕНТАМИ В ИНТЕРЬЕРЕ, категории: Ночные клубы и бары Тверской",-28.633677,25.792831,клуб деревянный элемент интерьер  ночной клуб бар тверская,клуб,31,66,40
"Торговый центр с необычной декорацией, категории: ТЦ, магазины Кунцево",-2.022023,20.523443,торговый центр необычный декорация  тц магазин кунцево,центр,74,17,34
"Камерная арт-галерея, категории: Арт-галереи и выставочные залы Мещанский",-2.0660973,-29.450762,камерный арт галерея  арт галерея выставочный зал мещанский,арт,4,50,58
"Московский торговый центр, категории: ТЦ, магазины Дорогомилово",-1.5226929,20.884708,московский торговый центр  тц магазин дорогомилово,центр,74,17,67
"Небольшой офис с конференц-залом, категории: Офисы Тверской",26.505468,11.555056,небольшой офис конференц-зал  офис тверская,офис,42,69,24
"Офис бюро переводов, категории: Офисы Замоскворечье",34.698803,12.510292,офис бюро перевод  офис замоскворечье,офис,42,27,65
"Русская усадьба, категории: Усадьбы",17.836992,-34.84611,русский усадьба  усадьба,усадьба,69,38,25
"Автомобильная свалка, категории: Алтуфьевский Автосервисы, автотрассы",3.5288713,15.961614,автомобильный свалка  алтуфьевский автосервис автотрасса,автосервис,1,41,24
"Бизнес-центр с множеством переговорных комнат, категории: Кабинеты, переговорные Конференц-залы Арбат",12.240934,-27.351135,бизнес-центр множество переговорный комната  кабинет переговорный конференц-зал арбат,кабинет,24,23,80
"Офисное пространство, категории: Деловая среда Школы Офисы Рестораны и кафе",36.64885,28.267202,офисный пространство  деловой среда школа офис ресторан кафе,пространство,54,46,18
"Университет времен СССР, категории: Университеты Кабинеты, переговорные Конференц-залы Театры и ДК Библиотеки Лаборатории",21.810728,-2.088839,университет время ссср  университет кабинет переговорный конференц-зал театр дк библиотека лаборатория,университет,68,81,115
"Университет с современными аудиториями, категории: Университеты Тропарёво-Никулино",5.0807414,-17.057838,университет современный аудитория  университет тропарево никулино,университет,68,3,70
"Красный амфитеатр, категории: Университеты Футбол, баскетболл, волейболл, теннис Фитнес-клубы Рестораны и кафе Ярославский ПРОСТРАНСТВА Театры и ДК Подвалы",-14.339822,-38.058674,красный амфитеатр  университет футбол баскетболла волейболла теннис фитнес-клуб ресторан кафе ярославский пространство театр дк подвал,университет,68,86,60
"Фактурная лодочная станция, категории: Водное сообщение",-11.466418,-1.7618287,фактурный лодочный станция  водный сообщение,none,0,40,44
"Лодочная станция, категории: Водное сообщение",-11.674994,-1.6371464,лодочный станция  водный сообщение,none,0,40,46
"Богемная квартира, категории: Квартиры Арбат",-42.0774,-15.137909,богемный квартира  квартира арбат,квартира,27,54,27
"Простенькая квартира, категории: Квартиры Тверской",-40.862175,-15.734928,простенький квартира  квартира тверской,квартира,27,54,27
"Квартира от бабушки, категории: Квартиры Гагаринский район",-41.61054,-22.52122,квартира бабушка  квартира гагаринский район,квартира,27,56,59
"Квартира ИКЕА с антиквариатом, категории: Квартиры Якиманка",-42.74129,-16.21747,квартира икеа антиквариат  квартира якиманка,квартира,27,16,37
"Квартира дипломата, категории: Квартиры Даниловский район",-45.128227,-22.690645,квартира дипломат  квартира даниловский район,квартира,27,56,59
"Французская квартира, категории: Квартиры Басманный",-36.49254,-21.866945,французский квартира  квартира басманный,квартира,27,60,41
"Синяя квартира, категории: Квартиры Хорошёвский",-39.581005,-8.492421,синий квартира  квартира хорошевский,квартира,27,56,37
"Офис лофт с библиотекой, категории: Офисы Якиманка",27.273634,7.326906,офис лофт библиотека  офис якиманка,офис,42,27,11
"Квартира богатой семьи, категории: Квартиры Раменки",-43.827015,-17.725142,квартира богатый семья  квартира раменки,квартира,27,56,59
"Дом культуры советского модернизма, категории: Театры и ДК Концертные залы",-13.99763,-33.947716,дом культура советский модернизм  театр дк концертный зал,дом,18,32,63
"Уютная квартира , категории: Квартиры Бибирево",-40.450607,-19.56268,уютный квартира  квартира бибирево,квартира,27,67,27
"Современная арт-галерея, категории: Арт-галереи и выставочные залы Пресненский",-1.8178055,-29.33325,современный арт галерея  арт галерея выставочный зал пресненский,арт,4,50,58
"Милый офис, категории: Офисы Пресненский",28.042131,13.576192,милый офис  офис пресненский,офис,42,27,61
"Классическая библиотека, категории: Библиотеки",15.847901,2.5824854,классический библиотека  библиотека,библиотека,9,62,118
"Городской яхт-клуб с рестораном, категории: Премиум Рестораны и кафе",-16.141024,44.10253,городской яхт-клуб ресторан  премиум ресторан кафе,ресторан,57,46,76
"Недействующее театральное пространство, категории: Арбат ПРОСТРАНСТВА",2.8544998,-32.37928,недействующий театральный пространство  арбат пространство,пространство,54,36,83
"Квартира поэтессы, категории: Квартиры Хамовники",-42.360924,-11.361909,квартира поэтесса  квартира хамовник,квартира,27,16,26
"Современный дом культуры в классическом стиле, категории: Театры и ДК Концертные залы Красносельский",5.8795075,-46.624947,современный дом культура классический стиль  театр дк концертный зал красносельский,дом,18,39,63
"Брутальный фитнес-клуб, категории: Фитнес-клубы Ховрино",-14.336271,-1.1161628,брутальный фитнес-клуб  фитнес-клуб ховрино,none,0,4,48
"ОФИСНЫЙ ЦЕНТР С ПОМЕЩЕНИЯМИ БЕЗ ОТДЕЛКИ, категории: Бизнес-центры Гаражи и парковки Мещанский",7.608019,-14.79589,офисный центр помещение отделка  бизнес-центр гараж парковка мещанский,центр,74,3,70
"Лофт для творческих посиделок, категории: Бутырский ПРОСТРАНСТВА",10.502544,-25.623291,лофт творческий посиделки  бутырский пространство,лофт,36,11,87
"Лофт студия с витражным потолком, категории: Пресненский СТУДИИ",-24.747057,8.210622,лофт студия витражный потолок  пресненский студия,лофт,36,62,118
"СОВЕТСКИЙ ДОМ КУЛЬТУРЫ, категории: Театры и ДК Покровское-Стрешнево",8.130104,-47.60299,советский дом культура  театр дк покровский стрешнево,дом,18,41,63
"ДОМ-МУЗЕЙ С ЛАБОРАТОРИЕЙ, категории: Музеи Гагаринский район",9.116873,-32.828514,дом музей лаборатория  музей гагаринский район,дом,18,23,79
"ФИТНЕС-ЦЕНТР С ВЫСОКИМИ ПОТОЛКАМИ, категории: Фитнес-клубы Бокс, борьба Бабушкинский Бассейны",22.161213,-23.787823,фитнес центр высокий потолок  фитнес-клуб бокс борьба бабушкинский бассейн,фитнес,71,63,99
"КОНЦЕПТУАЛЬНОЕ ТЕАТРАЛЬНОЕ ПРОСТРАНСТВО, категории: Театры и ДК Арбат",11.637726,-2.4874012,концептуальный театральный пространство  театр дк арбат,пространство,54,61,6
"Многофункциональный спортивный центр, категории: Фитнес-клубы Футбол, баскетболл, волейболл, теннис Бокс, борьба Хамовники",-10.975502,-36.279934,многофункциональный спортивный центр  фитнес-клуб футбол баскетболла волейболла теннис бокс борьба хамовник,центр,74,86,58
"Лофт студия с кафе, категории: Басманный СТУДИИ",-23.082645,39.559402,лофт студия кафе  басманный студия,лофт,36,62,73
"Футбольный ангар, категории: Футбол, баскетболл, волейболл, теннис Хорошёвский",-14.964795,-35.936142,футбольный ангар  футбол баскетболла волейболла теннис хорошевский,ангар,2,86,60
"Пацанский зал единоборств, категории: Бокс, борьба Северное Тушино",16.492765,-25.965954,пацанский зал единоборство  бокс борьба северный тушино,зал,20,47,118
"Уютное кафе, категории: Рестораны и кафе Таганский",-18.483206,42.831272,уютный кафе  ресторан кафе таганский,кафе,25,31,76
"Лофт студия с коридорами, категории: Таганский ПРОСТРАНСТВА",1.0333163,-32.817776,лофт студия коридор  таганский пространство,лофт,36,36,83
"Выставочная галерея, категории: Таганский ПРОСТРАНСТВА",17.149662,-20.638107,выставочный галерея  таганский пространство,галерея,14,63,56
"Подземные тоннели, категории: Подвалы Басманный",-11.13134,-29.58643,подземный тоннель  подвал басманный,подвал,49,28,33
"Мастерская по ремонту гаджетов, категории: Мастерские Басманный",-6.962956,-16.145432,мастерская ремонт гаджет  мастерская басманный,мастерская,38,4,47
"Мастерская по ремонту электротехники, категории: Мастерские Гагаринский район",-6.26446,-16.238737,мастерская ремонт электротехника  мастерская гагаринский район,мастерская,38,89,47
"Деловой центр с переговорными комнатами, категории: Бизнес-центры Кабинеты, переговорные Пресненский",0.34357452,8.4372225,деловой центр переговорный комната  бизнес-центр кабинет переговорный пресненский,центр,74,64,31
"Крыша с видом на сердце города, категории: Крыши Пресненский",24.731306,-17.929684,крыша вид сердце город  крыша пресненский,крыша,34,30,95
"Коттедж с вычурным интерьером, категории: Загородные дома и таунхаусы",1.2909434,-57.52117,коттедж вычурный интерьер  загородный дом таунхаус,интерьер,23,42,38
"Европейский бизнес-квартал с рестораном, категории: Бизнес-кварталы Тверской",13.724182,20.999,европейский бизнес квартал ресторан  бизнес квартал тверская,бизнес,10,65,4
"Городская поликлиника, категории: Больницы Люблино",5.8457747,5.810245,городской поликлиника  больница люблино,больница,12,5,31
"Больница с не действующим корпусом, категории: Больницы Люблино",-16.164242,-10.246039,больница действовать корпус  больница люблино,больница,12,18,100
"Современная больница с залом заседаний, категории: Больницы Люблино",9.351456,0.9568808,современный больница зал заседание  больница люблино,больница,12,18,6
"Литературный клуб, категории: Театры и ДК Замоскворечье",-3.9247954,-18.999483,литературный клуб  театр дк замоскворечье,клуб,31,89,6
"ЦЕНТР БОЕВЫХ ИСКУССТВ, категории: Бокс, борьба Обручевский район",14.030341,-31.07683,центр боевой искусство  бокс борьба обручевский район,центр,74,23,80
"НЕБОЛЬШОЙ ОФИС С ОБЫЧНЫМ ИНТЕРЬЕРОМ, категории: Офисы Ломоносовский район",41.243347,11.922448,небольшой офис обычный интерьер  офис ломоносовский район,офис,42,73,55
"ДЕЛОВОЙ ЦЕНТР ДЛЯ РАЗВИВАЮЩИХСЯ КОМПАНИЙ, категории: Бизнес-центры Офисы Можайский район",1.2848036,8.225076,деловой центр развивающийся компания  бизнес-центр офис можайский район,центр,74,64,31
"Необычный дом, категории: Загородные дома и таунхаусы",1.559171,-58.74455,необычный дом  загородный дом таунхаус,дом,18,42,38
"Кинотеатр с большим фойе, категории: Кабинеты, переговорные Останкинский КИНОТЕАТРЫ ",15.281422,-2.7192457,кинотеатр большой фойе  кабинет переговорный останкинский кинотеатр,кинотеатр,28,77,94
"театр с разными площадками и кабинетами, категории: Кабинеты, переговорные Театры и ДК Ярославский Мастерские ПРОСТРАНСТВА",22.829401,-2.8141987,театр разный площадка кабинет  кабинет переговорный театр дк ярославский мастерская пространство,театр,66,93,88
"КИНОТЕАТР БУДУЩЕГО, категории: Свиблово КИНОТЕАТРЫ ",-9.105319,8.953819,кинотеатр будущее  свиблово кинотеатр,кинотеатр,28,96,49
"Комплекс ледовых арен, категории: Ледовые холлы Даниловский район",14.310374,-28.76656,комплекс ледовый арена  ледовый холл даниловский район,комплекс,32,3,80
"ИСТОРИЧЕСКАЯ УСАДЬБА, категории: Усадьбы Вешняки",16.57943,-34.307095,исторический усадьба  усадьба вешняк,усадьба,69,38,79
"ВЫСТАВОЧНЫЙ ЦЕНТР В ОСОБНЯКЕ, категории: Арт-галереи и выставочные залы Тверской",-3.4559784,-29.276827,выставочный центр особняк  арт галерея выставочный зал тверская,центр,74,50,58
"ДОМ КУЛЬТУРЫ С БЛАГОРОДНЫМИ ИНТЕРЬЕРАМИ, категории: Театры и ДК Таганский",9.191691,-45.642693,дом культура благородный интерьер  театр дк таганский,дом,18,9,63
"ФИТНЕС-КЛУБ С ЯРКИМ ДИЗАЙНОМ, категории: Фитнес-клубы Войковский",-2.7938538,2.6107445,фитнес-клуб яркий дизайн  фитнес-клуб войковский,none,0,83,31
"СПОРТИВНЫЙ КЛУБ СО СКАЛОДРОМОМ, категории: Фитнес-клубы Ясенево",-8.209172,-28.997204,спортивный клуб скалодром  фитнес-клуб ясенево,клуб,31,92,47
"РАЙОННАЯ ШКОЛА С БИБЛИОТЕКОЙ И ЛЕТНИМ САДОМ, категории: Школы Таганский Библиотеки Мастерские и студии Футбол, баскетболл, волейболл, теннис",-14.431022,-31.41214,районный школа библиотека летний сад  школа таганский библиотека мастерская студия футбол баскетболла волейболла теннис,школа,75,86,107
"СЕМЕЙНЫЙ ТАУНХАУС С БАССЕЙНОМ, категории: Загородные дома и таунхаусы Очаково-Матвеевское",1.0572486,-62.224243,семейный таунхаус бассейн  загородный дом таунхаус очаково матвеевский,таунхаус,65,57,74
"ДОМ МУЗЫКИ И ТВОРЧЕСТВА, категории: Театры и ДК Южное Тушино",6.4868746,-46.70888,дом музыка творчество  театр дк южный тушино,дом,18,9,63
"САМОБЫТНЫЙ ТВОРЧЕСКИЙ ЦЕНТР, категории: Театры и ДК Хамовники",18.4467,2.5202873,самобытный творческий центр  театр дк хамовник,центр,74,93,118
"Модный офис, категории: Офисы Пресненский",29.464855,14.457293,модный офис  офис пресненский,офис,42,27,61
"Спортивный павильон, категории: Футбол, баскетболл, волейболл, теннис Басманный",-11.666338,-35.87829,спортивный павильон  футбол баскетболла волейболла теннис басманный,футбол,72,86,60
"Теннисный ангар с кафе, категории: Футбол, баскетболл, волейболл, теннис Печатники ПРОСТРАНСТВА",-15.250013,-37.777164,теннисный ангар кафе  футбол баскетболла волейболла теннис печатник пространство,ангар,2,86,60
"Квартира интеллигента, категории: Квартиры Тверской",-45.037285,-10.96427,квартира интеллигент  квартира тверской,квартира,27,16,37
"Территория у бизнес-центра , категории: Бизнес-центры Беговой",18.697493,-26.53234,территория бизнес-центр  бизнес-центр беговой,none,0,47,45
"Подземная парковка бизнес-центра, категории: Гаражи и парковки Беговой",-21.532156,8.264587,подземный парковка бизнес-центр  гараж парковка беговой,парковка,44,55,49
"Веселая квартира, категории: Квартиры Арбат",-39.553185,-17.004896,веселый квартира  квартира арбат,квартира,27,67,27
"Квартира творческой семьи, категории: Квартиры Пресненский",-44.96082,-12.464591,квартира творческий семья  квартира пресненский,квартира,27,16,37
"Спортивный ангар, категории: Футбол, баскетболл, волейболл, теннис Таганский",-16.11714,-32.63426,спортивный ангар  футбол баскетболла волейболла теннис таганский,ангар,2,86,60
"Офисное пространство с современной столовой, категории: Бизнес-центры Перово Кабинеты, переговорные",36.502243,8.742631,офисный пространство современный столовая  бизнес-центр перово кабинет переговорный,пространство,54,73,65
"Современный театр  классического типа, категории: Концертные залы Мещанский",-3.7279823,-25.354906,современный театр классический тип  концертный зал мещанский,театр,66,39,114
"Крыша с видом на центр, категории: Крыши Тверской",21.485672,-19.276653,крыша вид центр  крыша тверская,крыша,34,63,95
"Классический концертный зал, категории: Концертные залы Хамовники",-18.54418,-25.158005,классический концертный зал  концертный зал хамовник,зал,20,72,112
"Клиника лазерной медицины, категории: Частные клиники Пресненский",-67.14922,7.154997,клиника лазерный медицина  частный клиника пресненский,клиника,30,51,53
"Офис небольшой компании, категории: Офисы Пресненский",23.11451,7.013277,офис небольшой компания  офис пресненский,офис,42,27,11
"Современное выставочное пространство, категории: Арт-галереи и выставочные залы Арбат",0.9658495,-27.819973,современный выставочный пространство  арт галерея выставочный зал арбат,пространство,54,50,56
"Обычный автосервис, категории: Нагорный район Автосервисы, автотрассы",0.8062759,13.396225,обычный автосервис  нагорный район автосервис автотрасса,автосервис,1,64,81
"Дача художника, категории: Загородные дома и таунхаусы",-3.3592446,-59.351887,дача художник  загородный дом таунхаус,дом,18,57,62
"ПЛОЩАДКА ДЛЯ КЕРЛИНГА С РЕСТОРАНОМ, категории: Другие виды спорта Беговой",-0.8821962,-35.170696,площадка керлинг ресторан  вид спорт беговой,площадка,46,71,68
"ПРОСТОРНЫЙ ДОМ КУЛЬТУРЫ, категории: Театры и ДК Ясенево",6.460324,-46.66332,просторный дом культура  театр дк ясенево,дом,18,9,63
"СПОРТИВНЫЙ ЦЕНТР, категории: Фитнес-клубы Бассейны Войковский",-11.822561,-28.940378,спортивный центр  фитнес-клуб бассейн войковский,центр,74,28,33
"ШКОЛА СО СТАРЫМ РЕМОНТОМ, категории: Школы Таганский Футбол, баскетболл, волейболл, теннис",-15.7612705,-32.5139,школа старый ремонт  школа таганский футбол баскетболла волейболла теннис,школа,75,86,60
"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР С БАССЕЙНОМ, категории: Мастерские и студии Университеты Футбол, баскетболл, волейболл, теннис Бассейны Якиманка ПРОСТРАНСТВА",-8.5280285,-36.6365,образовательный центр бассейн  мастерская студия университет футбол баскетболла волейболла теннис бассейн якиманка пространство,центр,74,86,43
"РАЙОННЫЙ ДОМ КУЛЬТУРЫ, категории: Театры и ДК Кунцево",7.3632965,-45.90538,районный дом культура  театр дк кунцево,дом,18,9,63
"ТОРГОВАЯ ГАЛЕРЕЯ СО СВЕТЛЫМ АТРИУМОМ, категории: ТЦ, магазины",-0.8949784,19.246466,торговый галерея светлый атриум  тц магазин,галерея,14,17,67
"ВХОДНЫЕ ГРУППЫ ВЫСОКОКЛАССНОГО ОФИСНОГО ЗДАНИЯ, категории: Бизнес-центры Замоскворечье",1.8579104,7.059318,входной группа высококлассный офисный здание  бизнес-центр замоскворечье,здание,22,64,81
"ОФИС ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ, категории: Офисы Красносельский",32.060272,15.635421,офис государственный организация  офис красносельский,офис,42,27,54
"ПРЕДСТАВИТЕЛЬСКИЙ ОФИС С ДОРОГОЙ МЕБЕЛЬЮ, категории: Офисы Пресненский",27.046247,14.113941,представительский офис дорога мебель  офис пресненский,офис,42,27,61
"ОБЫКНОВЕННАЯ КВАРТИРА БОЛЬШОЙ СЕМЬИ, категории: Квартиры Пресненский",-46.138866,-16.478813,обыкновенный квартира большой семья  квартира пресненский,квартира,27,16,42
"ОФИСНОЕ ПРОСТРАНСТВО С КИРПИЧНЫМИ СТЕНАМИ, категории: Офисы Даниловский район",36.595776,14.224462,офисный пространство кирпичный стена  офис даниловский район,пространство,54,6,79
"СВЕТЛАЯ КВАРТИРА С ОТКРЫТОЙ КУХНЕЙ, категории: Квартиры Академический район",-38.371017,-24.946823,светлый квартира открытый кухня  квартира академический район,квартира,27,60,41
"ОФИС КРЕАТИВНОЙ КОМПАНИИ, категории: Офисы Замоскворечье",35.928745,11.59401,офис креативный компания  офис замоскворечье,офис,42,73,65
"СЕМЕЙНЫЙ ЗАГОРОДНЫЙ ДОМ, категории: Загородные дома и таунхаусы Можайский район",2.5086172,-60.744278,семейный загородный дом  загородный дом таунхаус можайский район,дом,18,42,38
"МОНУМЕНТАЛЬНЫЙ ДОМ КУЛЬТУРЫ, категории: Театры и ДК Текстильщики",7.4748955,-45.243317,монументальный дом культура  театр дк текстильщик,дом,18,9,63
"ОФИСНОЕ ПОМЕЩЕНИЕ СО СТЕКЛЯННЫМИ ЭЛЕМЕНТАМИ В ДИЗАЙНЕ, категории: Офисы Дорогомилово",36.989002,9.779977,офисный помещение стеклянный элемент дизайн  офис дорогомилово,помещение,51,73,65
"КАРТИНГ-ЦЕНТР, категории: Другие виды спорта Савёловский",19.00382,-29.242407,картинг центр  вид спорт савеловский,центр,74,47,68
"СВЕТЛАЯ ТАНЦЕВАЛЬНАЯ СТУДИЯ, категории: Другие виды спорта Беговой",13.044448,-29.57566,светлый танцевальный студия  вид спорт беговой,студия,63,47,80
"СОВРЕМЕННЫЙ МЕДИЦИНСКИЙ ЦЕНТР, категории: Салоны красоты и частные клиники Дорогомилово",-63.443764,0.95905244,современный медицинский центр  салон красота частный клиника дорогомилово,центр,74,76,52
"ДИЗАЙНЕРСКИЙ ЗАГОРОДНЫЙ ДОМ, категории: Загородные дома и таунхаусы Кунцево",-4.7716227,-59.708305,дизайнерский загородный дом  загородный дом таунхаус кунцево,дом,18,57,62
"НЕОБЫЧНЫЙ КИНОТЕАТР, категории: Басманный КИНОТЕАТРЫ ",-15.4253435,7.376901,необычный кинотеатр  басманный кинотеатр,кинотеатр,28,55,49
"КАМЕРНЫЙ КИНОТЕАТР, категории: Лефортово КИНОТЕАТРЫ ",-0.38517648,-32.828907,камерный кинотеатр  лефортово кинотеатр,кинотеатр,28,36,83
"ОБЫЧНАЯ РАЙОННАЯ ШКОЛА, категории: Школы Северное Тушино Театры и ДК Футбол, баскетболл, волейболл, теннис",-14.990526,-35.471466,обычный районный школа  школа северный тушино театр дк футбол баскетболла волейболла теннис,школа,75,32,60
"ДОМ С ЭКЛЕКТИЧНЫМИ ИНТЕРЬЕРАМИ, категории: Загородные дома и таунхаусы",0.68684536,-59.42018,дом эклектичный интерьер  загородный дом таунхаус,дом,18,42,38
"СОВРЕМЕННЫЙ ЦЕНТР КУЛЬТУРЫ, категории: Театры и ДК Чертаново Северное",17.341595,5.1165204,современный центр культура  театр дк чертаново северный,центр,74,9,63
"ТЕАТР С КЛАССИЧЕСКИМ РЕПЕРТУАРОМ, категории: Театры и ДК Пресненский",18.750872,2.9248526,театр классический репертуар  театр дк пресненский,театр,66,93,115
"ПРЕСТИЖНЫЙ САЛОН КРАСОТЫ, категории: Салоны красоты и частные клиники Пресненский",-66.5485,6.306113,престижный салон красота  салон красота частный клиника пресненский,салон,59,51,53
"САЛОН КРАСОТЫ СО СВЕТЛЫМ ИНТЕРЬЕРОМ, категории: Салоны красоты и частные клиники Якиманка",-64.12169,1.7099541,салон красота светлый интерьер  салон красота частный клиника якиманка,салон,59,76,52
"Квартира для большой семьи , категории: Квартиры Тверской",-44.661186,-17.885754,квартира большой семья  квартира тверской,квартира,27,56,37
"Квартира благородной семьи, категории: Квартиры Тверской",-41.075756,-17.217154,квартира благородный семья  квартира тверской,квартира,27,67,37
"Дом для большой семьи, категории: Загородные дома и таунхаусы",-4.342529,-58.919254,дом большой семья  загородный дом таунхаус,дом,18,57,62
"Ассиметричный загородный дом, категории: Загородные дома и таунхаусы",-3.1069458,-62.52913,ассиметричный загородный дом  загородный дом таунхаус,дом,18,74,74
"Загородная галлерея художника, категории: Арт-галереи и выставочные залы",-3.6457152,-28.987398,загородный галлерея художник  арт галерея выставочный зал,арт,4,50,58
"Современный офис в старинном здании, категории: Офисы Басманный",33.7965,8.6307335,современный офис старинный здание  офис басманный,офис,42,73,55
"Гостиница советских времен, категории: Отели, гостиницы, хостелы Алексеевский",-27.385412,11.305691,гостиница советский время  отель гостиница хостел алексеевский,гостиница,17,37,39
